>>>>>>>>>>>>>>>>>>>>>>>>>>>>>> SPP >>>>>>>>>>>>>>>>>>>>>>>>>>>>>>
-0.22007                 -0.78376                  1.16368
0.49805                 -2.72076                 -0.52178
0.19324                 -1.95469                  5.56462
1.25692                 -1.41175                  3.51260
-0.72018                 -0.55470                 -0.58131
-1.59469                 -0.96129                 -1.65443
-0.52510                 -1.26216                 -2.51056
-1.22145                 -0.74244                  0.84612
-1.23929                 -2.79090                  0.28206
-0.54916                 -2.36061                 -1.35658
-0.46621                 -3.38436                  0.17665
0.57150                 -1.34576                 -0.68070
-0.61980                 -0.36450                 -0.16364
-1.13628                 -2.13184                 -0.19135
0.26730                 -2.22458                  4.79002
1.23226                 -3.72594                  4.48675
-0.01178                 -1.18285                  5.55651
-0.98624                 -2.13222                 -1.24669
0.71119                 -3.67889                  2.11927
0.25584                 -0.40684                  4.56705
-2.02119                 -1.65709                  2.19112
-2.07714                 -0.29938                  4.59957
-2.55665                 -0.46496                  1.68865
-0.47008                 -3.59648                 -0.87783
2.26082                 -4.44431                  1.98083
-0.35650                 -2.05855                  2.89887
0.13300                 -2.89582                  1.13715
-1.14159                 -1.51648                 -1.24545
-0.56379                 -1.97274                 -1.55332
-0.03883                 -0.93486                  0.64082
-0.08257                 -2.29285                  4.18688
0.61209                 -1.57898                  3.56443
0.72640                 -1.86052                  1.34729
1.00659                 -1.60063                  5.61969
0.25072                 -2.38882                  3.95902
-0.07617                 -1.86358                  5.72621
-1.08814                 -2.03266                  2.14196
0.02176                 -2.99490                  3.96882
-0.03238                 -2.39180                  2.31449
0.32475                 -0.94442                  1.47190
-0.78314                 -0.03412                  0.91074
0.75474                  0.37600                  2.22508
0.45612                  0.60136                  5.54118
0.39611                  0.03440                  6.82735
-0.35041                 -1.51396                  6.76343
0.83483                 -0.05214                  4.46491
0.23253                 -2.15162                  3.30909
0.68041                 -1.93103                  6.55477
-0.06895                 -1.47156                  5.40056
1.44303                 -2.95131                  3.75409
-1.45628                 -1.28427                  4.84032
-0.14191                 -0.85868                 -1.39938
-1.08588                  0.45894                  5.64222
-1.01036                 -0.86440                  3.26645
0.42107                 -3.81093                  2.85027
0.16784                 -2.21720                 -0.50443
1.50948                 -2.79467                  1.18294
2.07023                 -3.34457                 -2.20473
1.42263                 -1.27733                  2.64341
0.78202                 -0.62864                 -1.86288
0.33358                 -1.95825                 -3.65297
-1.47620                 -1.50832                 -1.11995
0.60237                 -1.94612                  2.51588
-1.21107                  0.99719                  3.50114
-0.10780                  1.08078                  0.25739
-0.04466                  0.30039                  1.43109
-0.48253                 -2.29628                  0.11880
0.30791                 -1.60939                  8.07855
0.22428                 -1.35321                  3.93435
-0.13083                  0.13496                  1.05375
-2.91594                  1.32462                 -1.23289
-2.00913                  1.03158                 -1.56014
-0.47218                 -1.39192                  1.35334
-0.44788                  0.03269                  0.94249
-0.56777                 -0.62548                  4.02099
0.07241                 -0.62250                  4.35501
-1.05077                  0.28533                  5.71454
-1.97895                  0.37482                  3.86640
-0.39067                 -0.43783                  3.42940
1.02259                 -3.31671                  1.76977
0.02478                 -1.12506                  3.93613
0.59515                 -1.08432                  2.36916
1.04994                 -1.30102                 -2.21529
1.63797                 -1.57020                 -0.06271
-0.89211                 -0.55418                  1.79271
-0.11535                 -1.62695                  6.76824
-1.09302                 -1.01749                  7.29654
1.95309                 -1.69322                  3.13253
1.37461                 -2.67463                  4.70488
1.45487                  0.23676                  5.39768
-0.18789                 -1.09398                  5.92955
-0.62912                 -0.82078                  0.76747
0.21246                  2.14771                  0.59336
-0.30111                 -1.16169                  3.02548
0.04337                 -0.19027                  0.91275
0.48013                 -0.21451                  2.18882
0.07587                  0.17926                  0.35762
0.72187                  0.43218                  1.84159
-0.58549                 -0.63429                 -0.85603
-1.23753                  1.12132                 -1.11386
0.44696                 -1.24833                  3.65642
-1.66514                  0.04004                  1.24608
-0.88814                  1.09857                 -0.52779
0.45561                 -0.82216                  3.18527
0.07640                 -0.69802                  2.55302
-0.43138                 -0.99478                  1.62255
-0.92850                 -1.25987                 -0.51255
2.18172                 -0.36282                  1.26098
-1.18475                  0.17117                  3.83635
-0.84298                  0.76731                  2.30184
-0.82977                  1.40969                  0.48330
-0.71642                  0.34211                  3.79503
0.88234                  0.40622                 -1.61520
-0.15395                  0.62030                 -0.81941
-1.35409                  1.27263                  1.30240
-1.56552                  0.21105                  1.91081
-1.15283                 -1.54161                  3.25747
-0.13205                 -0.74650                  3.31922
0.82729                 -1.63715                  6.08081
-0.83920                 -0.94214                 -0.86840
0.73946                  1.96825                 -2.73574
1.18702                  1.24168                 -4.72505
0.50693                  0.77910                  2.27422
0.15532                 -0.15816                  0.11685
0.57909                  1.08125                 -2.37922
-1.67622                 -0.51893                  4.44004
-0.34780                  0.20733                  1.98816
0.53007                 -0.15146                  2.46646
-1.09812                 -0.97932                 -0.22438
-0.58678                 -2.80303                  4.96920
-1.17123                  0.10535                  3.84161
-0.57143                 -1.51961                  4.52183
0.63795                 -2.74159                  6.30908
-0.49192                  0.54422                  1.89827
0.96366                 -1.97076                  3.52276
0.12806                 -1.42825                  4.50478
0.71382                  0.31083                  3.55310
0.21481                 -0.28843                  4.36261
1.06088                 -1.41515                  3.86495
0.75018                 -0.90169                  1.15941
-0.09338                 -1.72752                  6.29528
0.64323                 -1.57655                  5.77007
0.24594                  0.40566                  3.91071
1.62447                 -0.36542                  4.68455
-0.91508                  0.78278                  3.02913
0.67013                 -0.63407                 -1.17744
0.23649                 -0.05383                  4.36479
0.28150                  0.27654                  3.56402
0.99281                 -1.36351                  4.21312
-0.60279                 -3.18126                  3.91660
0.13232                  0.42275                 -1.44913
-0.11083                 -0.82967                  1.13094
0.26922                 -0.00937                  0.80792
-2.04777                 -0.98182                  2.66729
0.29175                 -1.77752                 -0.99768
0.32384                 -0.26889                  4.69287
1.17741                 -1.65805                  2.50841
1.36715                 -1.17959                  1.57510
-0.02672                  0.98330                 -0.46641
-0.28599                  1.26786                  1.08339
-0.52965                  0.99367                  0.35621
-0.03257                 -0.95382                 -2.75269
0.60054                 -0.87026                  0.28487
-1.15462                 -1.75044                 -0.93102
1.25551                  0.99811                 -2.40786
0.71806                  0.23383                  1.05511
-0.76671                 -0.01779                 -3.87448
-0.69970                  2.12963                 -1.74531
-0.82434                 -0.01460                 -2.28553
-0.79116                 -0.61443                  2.41058
-0.77046                 -0.49499                 -2.99603
1.39842                  0.37548                 -2.92450
0.95716                 -0.25744                 -4.11150
-0.31442                 -1.14878                 -0.26178
1.49516                  0.89764                  5.01574
-1.38663                  0.83501                  0.02968
2.07447                 -1.33607                  0.77914
1.01942                 -0.31058                 -1.51867
0.08476                 -0.61599                  2.35688
-0.41084                  0.97905                  0.81875
0.84208                  0.15313                  2.44461
-0.70927                  1.20503                  1.92047
-0.62982                 -0.92555                  1.21640
-0.38798                  0.07763                  1.17780
-0.04166                  0.71707                  5.09140
0.28322                  2.05395                  1.00092
1.98549                 -1.00091                 -1.01902
-1.05703                  2.70031                 -0.28148
-0.95497                  0.12580                  1.96627
0.10764                 -0.97831                  1.15950
-0.11345                 -0.77062                  2.28805
-0.28360                 -0.14915                  0.20420
-0.33293                  1.68749                 -3.11097
1.38604                  0.68508                  0.66443
2.24070                  1.58382                  2.87168
0.55683                  0.22014                  2.63408
0.00430                 -0.22623                  3.48108
0.60565                 -2.36552                  3.08866
-0.42541                  0.61095                  0.00203
-1.08746                 -0.02407                 -1.67858
1.18943                 -0.72237                  0.64449
-1.30622                 -1.04761                  1.43031
-1.67157                  1.78177                  0.02649
-2.20762                  0.27009                  1.28763
1.32920                 -1.20242                  1.09393
0.22664                  1.22816                 -2.06854
1.20729                  0.19714                 -0.87755
-0.37823                  0.16746                 -0.58013
0.12656                 -0.10709                  1.13016
0.77939                  0.88304                 -2.10399
0.61199                  1.74566                  3.34598
1.53157                 -0.73109                  6.08958
1.04476                  0.59507                 -0.33263
0.36014                 -0.79255                  1.50562
0.73422                 -0.77784                  5.10994
-1.05940                 -0.78522                  0.52093
-0.99915                 -0.15880                 -0.77903
-0.08737                 -0.07807                  2.00125
-0.08993                 -0.51373                  4.47044
-0.83877                  1.14542                  1.69705
-0.24868                  0.05908                  2.40374
0.43620                 -1.10050                  2.47161
-0.59335                 -1.02663                  1.33890
0.90731                  0.85917                  2.63276
-0.66234                 -0.07772                 -0.02679
0.01237                 -0.64766                  0.25516
-0.59898                  1.00791                  3.76810
-0.81124                  0.67357                  1.08177
-0.52773                  0.34195                  0.91496
0.42174                  0.69630                  3.14839
-0.56220                 -1.40494                  0.25076
-0.26842                 -0.74746                  5.42884
0.83866                  0.23854                  5.60609
0.82039                  0.90323                  4.59767
1.31839                  0.02797                  5.18121
0.18455                  0.73777                  4.77957
0.89437                 -1.17749                 -0.35033
0.27386                  1.83236                  1.27772
0.11311                 -0.37541                  0.30638
-0.23398                  1.73193                  2.87409
0.60884                  0.56216                  3.47943
1.23429                  0.82248                 -1.93540
-0.35277                 -0.69955                  2.02921
-0.31163                  0.81528                  1.63813
-1.27079                  1.32007                  1.43969
-0.01879                  1.06439                  2.98303
1.19897                  1.50383                  0.77336
1.80243                 -0.68807                  3.16152
0.41860                 -0.13773                  2.07205
0.06512                 -0.15636                 -0.15172
-0.04420                 -0.03206                  2.85627
0.19376                 -1.54176                 -1.23189
-0.51202                  1.34299                 -0.12478
-0.32215                 -0.55241                  4.25434
0.34868                 -0.67029                 -1.96629
0.40139                  1.11260                 -1.14143
1.03623                 -0.63075                  2.27452
-0.10641                 -0.55259                  1.51273
-0.71614                  1.38950                  3.79158
-0.59667                  0.38475                 -3.72421
0.71185                 -0.96671                 -0.93643
-0.02684                  0.29435                 -1.64467
-1.16150                 -1.48905                 -2.50109
0.16041                 -0.87319                  2.55105
1.22076                 -0.32921                  2.40758
0.45226                  0.25255                  1.95506
1.36757                  1.22027                  7.95969
0.92068                  1.74793                  3.89116
1.31080                  1.46618                 -1.43303
1.46747                  0.27450                  2.57315
0.41965                 -0.80030                  1.31501
0.90985                  1.23404                  3.12450
0.94203                  0.81053                  2.85870
2.32227                  0.70459                  1.31804
2.16952                 -0.80685                  2.45604
1.08025                  1.75942                  1.63203
-0.19401                 -0.36381                  1.77988
0.70003                 -0.50993                  2.66462
-0.24012                  0.58713                 -0.03324
0.38625                 -0.41241                 -0.16778
-0.29827                  0.00725                  1.45755
-0.40459                 -0.12312                 -0.68126
1.03777                  1.22784                  1.02893
-0.49356                 -0.26561                  2.62800
1.24045                 -0.24245                  1.41545
1.34330                 -0.04632                  3.95252
1.25885                  0.05337                 -2.53917
0.42041                 -1.12740                  1.82770
0.98315                  0.46594                  3.49862
0.93945                 -0.17780                 -0.04060
1.50879                  0.94706                  5.85129
0.22258                  2.96520                  2.00913
0.35729                  0.74998                 -0.97285
1.04586                  1.93642                 -4.09221
-0.08283                  0.51750                  1.29541
0.60679                  0.75435                  3.38427
0.31357                 -1.37848                  4.39288
1.59404                  1.39319                  0.20313
0.69146                  0.49627                  3.84398
0.28420                  3.06870                  1.46444
-0.08762                  2.00220                  0.13239
0.39139                 -0.56117                  0.23892
-0.24102                  2.32188                  2.61116
0.02656                 -0.61988                  5.29651
-0.79149                  0.19610                  5.38805
-0.85364                  1.93242                  2.49127
0.08965                 -0.22553                  2.46110
1.13015                 -1.63556                  1.14898
-0.15858                 -2.47601                  0.76732
0.12030                 -2.91084                  4.25367
1.10756                 -2.54613                  1.91281
-0.33196                 -0.67368                  3.95288
-0.78592                  0.15795                  1.97092
2.68273                  0.89521                  2.48807
0.05499                 -1.60287                  1.64092
-0.17814                 -0.86160                  1.75485
0.16257                  0.78129                  4.35097
-0.58592                  0.39696                  3.61490
0.45265                  0.58715                 -0.48364
1.07698                 -1.44936                  3.69418
1.27768                 -0.87410                  3.59108
1.41560                 -1.15246                 -2.33289
1.46636                 -0.52090                  1.15448
0.55903                  1.98521                  2.80461
1.37773                 -0.09269                  3.03325
1.31855                 -0.62998                  2.60350
0.71329                  1.59420                  1.68111
0.81080                 -1.60333                 -1.70393
0.04946                 -2.33198                  1.46153
-0.91135                  0.64858                  1.50061
1.97052                  0.23756                  2.53282
2.14301                 -0.35834                  4.40586
0.44129                 -0.66122                  1.35879
1.51574                  0.44479                  0.60282
2.17943                 -3.16531                  4.17601
1.04074                 -0.35827                  5.50600
-0.46166                  0.13666                  4.57954
-0.18023                  2.49398                  1.34820
0.74341                  1.41214                  4.14233
0.30428                  0.99982                  2.12869
0.76846                 -2.07879                 -2.26020
0.98466                  0.26358                  0.16177
1.57139                  0.13996                 -1.77899
1.87452                 -0.75076                  1.85520
-0.82706                 -1.06112                 -0.99263
-0.52102                  0.95624                  3.41109
-0.19856                  2.14127                  0.63339
-0.15276                  1.20598                  2.43743
0.32265                  1.88528                  1.27052
-0.35247                 -0.46099                  1.82665
0.85056                  0.12858                  1.53778
2.67828                 -0.29493                 -0.22760
0.36428                  1.09289                 -2.77808
0.78271                 -0.64502                  4.67684
1.79164                 -2.46740                 -2.34085
1.18713                 -2.31720                 -0.63352
2.03968                 -1.74121                  2.20140
-0.04829                 -0.44321                  2.47888
1.13136                 -1.74537                  3.53347
1.37635                  0.54173                 -0.07852
1.40969                  1.52921                 -1.57203
-0.96286                  0.80490                  5.29905
1.03563                  0.17738                  5.38750
0.84700                  0.79765                  2.51937
1.87117                  0.07922                  4.11123
1.55301                 -0.15564                  2.05818
0.43306                  3.24442                 -2.66850
0.58640                 -2.07645                  2.91538
-0.58256                  1.25000                  0.84487
0.12123                  1.55695                  0.84511
0.78937                 -1.38828                  3.50013
1.52843                  0.33438                 -1.13827
0.51448                  1.02493                  0.51122
0.75763                  0.81862                  1.24947
0.47297                 -1.19813                  3.03502
1.31881                  2.90156                 -1.88233
0.38779                  0.38604                 -2.25045
0.31332                  0.55355                 -4.52879
2.02904                 -0.59601                 -3.33076
-0.77556                 -0.75343                  2.50393
1.22444                 -1.82119                  0.00790
1.20577                  1.73259                  0.95351
0.54935                 -0.20764                  2.80596
0.62256                 -3.85414                  5.28016
0.23079                  1.49446                 -0.83826
-0.31473                  1.30730                 -0.65285
0.30222                 -0.39115                  3.72510
-0.05774                  1.63650                  1.00552
1.75576                  1.37040                  1.70315
0.00535                  1.98128                 -0.02387
1.23816                  1.12824                 -2.23557
1.03245                  1.32394                  2.97892
1.14295                 -0.12831                  0.89386
1.22506                 -0.25394                  2.76996
1.73584                 -3.22060                  4.68141
1.25342                 -0.86787                  1.38403
0.48996                 -4.45770                  3.65827
3.81379                 -1.44223                  1.09742
0.76781                 -0.88148                 -1.93132
1.00026                  0.39901                  1.32379
1.63144                 -0.33120                  0.23967
0.20885                  2.89168                 -0.10944
0.12842                  0.06643                  0.07544
0.70000                 -3.04098                  1.58320
1.24392                 -1.27938                 -1.71193
1.26447                 -1.95522                  0.72261
-1.14085                 -0.71847                 -2.19365
0.68575                  0.51643                  0.96158
0.38822                  1.21769                  5.08526
1.00565                 -0.25882                  2.94346
-0.38042                 -0.31624                  5.18311
1.85199                  1.51602                 -2.11053
0.49070                 -2.14351                  3.82485
-0.31075                  0.32777                  1.26422
1.11936                 -1.30875                 -0.19767
0.87623                 -0.90352                  1.01733
0.42012                 -0.29861                  2.28580
-0.02368                 -1.31315                  2.27741
0.97476                  1.96742                  1.49706
-0.40707                  3.56281                 -3.76315
-0.15441                  2.19847                 -0.87864
1.29668                  1.41015                  1.54675
0.31179                  0.99612                 -3.83463
1.99255                  1.54674                 -1.78352
0.73574                 -0.81435                 -1.54011
1.91995                 -3.16087                  0.32627
1.40754                 -0.80020                 -1.80541
-0.76941                 -2.42901                  5.03870
-0.04815                  1.64437                  0.08552
0.97405                 -0.35446                  3.00656
0.13084                  0.87855                  2.13848
0.45318                 -1.43034                  1.34077
1.20413                  0.09395                  2.29877
2.37487                  3.14238                  0.01106
1.99612                 -0.41117                 -4.56578
0.31563                  2.31389                 -0.47423
1.49241                 -0.25533                  2.64301
1.85726                 -0.59514                 -2.10745
0.61800                  1.42924                  0.88687
0.28972                  1.79604                 -6.98765
3.22795                  1.70200                 -0.64993
0.70302                 -1.01001                 -0.56093
2.01312                 -1.24689                 -6.41830
-0.88557                 -0.83503                 -3.71607
1.23757                 -0.22113                 -0.95433
0.84452                 -1.77743                  1.32375
1.50837                 -0.80978                  2.28353
0.10068                  1.62654                 -2.70699
0.60201                 -2.14191                 -0.01045
0.03971                 -1.78905                  1.23967
1.65651                 -5.24909                  2.23549
0.01041                 -1.17842                  2.72135
0.18037                  0.32311                 -2.02960
0.81802                 -0.35938                 -2.96303
0.82139                 -0.77388                  0.88776
0.85270                 -0.98848                  1.56941
0.79130                 -1.36229                 -0.49379
0.29859                  1.84671                 -1.46433
-0.63952                  1.78395                 -0.74431
1.00555                  3.50812                  3.18603
1.84298                  2.94004                  2.79050
0.87006                  1.17461                 -3.31240
2.72083                  0.13501                 -1.20241
0.32211                 -1.98441                 -1.73775
0.50726                  1.50111                 -4.78937
1.36554                 -3.56460                  0.33854
1.38857                 -1.13433                 -0.54630
1.34928                 -1.61569                 -3.42438
-0.56562                 -0.26367                 -4.17008
0.69660                  2.27322                  3.61652
3.18849                  3.12981                 -1.25347
0.40006                  0.48147                 -1.77538
1.88808                 -1.66126                  0.03335
0.17103                  1.31283                 -2.09486
0.52483                 -1.38727                 -3.24677
0.89649                 -1.48233                 -0.30716
0.99009                 -1.43024                  3.54056
2.09554                  0.95558                 -0.99675
0.73824                 -2.22206                 -0.28893
0.55352                  2.93334                 -5.77042
1.12052                 -0.44573                 -0.07725
1.67896                  1.34624                 -1.29219
1.92103                 -1.71702                  0.65403
2.18484                 -1.01715                 -2.26553
1.29763                  1.14971                 -3.79190
1.28290                 -3.57741                 -1.34413
2.76217                 -1.03979                 -0.57018
0.66351                 -2.55978                 -0.04733
-0.28842                  1.92214                 -1.37169
2.56581                 -0.40808                 -0.27733
2.75259                 -2.54396                  1.71347
1.58745                  0.43592                  2.80676
1.99468                 -3.02436                  2.15844
1.75847                 -2.34155                  0.69416
-0.01290                 -0.82674                  3.60992
0.92545                 -0.41986                  1.33540
-0.11653                 -0.77707                 -3.60584
-0.50857                 -2.11321                  1.35331
-0.69881                 -2.38869                  0.01153
2.25098                 -2.40206                  2.99224
1.94169                 -1.13911                  0.73243
0.83476                 -3.56722                  4.47909
0.33400                 -0.15620                 -3.90339
0.54865                 -1.76417                 -2.68082
0.51966                 -2.29533                 -0.54932
-1.42473                 -1.33732                 -2.14878
-0.17719                  1.65224                 -0.56523
-0.04434                 -2.02024                  4.09691
-0.81661                 -0.01411                 -1.84224
0.45329                 -0.52443                 -4.02192
-0.16562                 -2.37513                 -1.06310
-0.17019                 -1.33981                  0.97604
-0.10060                 -1.85231                  1.60917
2.21030                 -2.33882                  3.07435
2.11102                 -3.74030                  1.41013
1.38058                 -3.28945                  6.54851
3.03523                 -2.90187                  9.15394
1.52276                  0.14636                  0.03938
-0.08575                 -1.75573                 -3.41420
2.44448                 -0.19516                 -0.20597
0.28567                 -1.24206                  2.93881
1.02120                 -0.30247                  1.31232
1.64637                 -1.53623                 -0.98205
1.26569                 -1.66268                 -3.08135
1.46111                 -1.31538                  0.19846
1.48769                 -1.34656                 -2.51698
0.45897                 -1.92183                  0.15784
1.67413                  0.59796                 -2.07103
1.80381                  0.55484                 -1.72797
2.86197                  1.10201                 -0.83602
2.33342                 -0.83214                 -1.80180
1.96276                 -0.53981                  1.32766
0.24725                 -1.12137                  1.04504
0.21115                  2.27233                 -7.45405
1.10982                  2.03455                 -5.23400
2.00580                 -0.71106                 -0.63359
3.39062                 -1.19278                  2.85685
2.30333                 -4.17818                  8.07265
1.65045                 -2.17394                  1.24756
3.87240                 -2.22244                  9.88940
0.85537                 -2.17263                  4.53037
1.00345                 -1.44145                 -0.05418
2.41855                 -2.44108                  4.51799
1.48258                  0.11541                  1.17647
2.21131                 -0.77624                  3.79499
0.71131                 -0.26019                  2.06379
2.86774                 -1.40100                  4.66006
2.97373                 -2.19186                  6.60981
2.16840                 -2.52902                  6.13052
0.82147                 -1.43748                  2.90749
-0.00163                  0.25395                  0.13690
2.30142                 -3.49648                  9.55719
1.23562                 -1.78724                  1.66878
4.29018                 -1.33903                  5.74413
2.10040                 -0.94057                  4.42445
1.45493                 -0.82013                  4.67867
0.67013                 -0.07640                  1.92958
1.84723                 -1.49380                  1.59626
1.27212                 -0.20565                  6.56750
1.66352                 -0.81183                  1.84416
0.59657                 -0.12294                  1.10120
3.02780                 -2.15329                  3.71128
2.75481                 -2.98209                  3.74324
1.46792                 -3.12195                  1.60582
0.32088                 -1.73535                  0.28229
0.40413                 -1.38844                  2.17778
2.22628                 -2.42778                  6.14025
1.86116                 -0.16217                  3.22125
1.81385                 -1.70166                  0.80885
1.04987                 -1.28041                  2.61008
-0.05580                 -1.05473                  5.03060
1.76113                 -2.32727                  3.06145
1.17030                 -1.22421                  1.26739
2.69267                 -1.25709                  3.37363
2.08047                 -3.12201                  4.08060
2.58847                 -2.21399                  4.17374
1.75614                 -0.45823                  6.86409
0.70102                 -2.84945                  6.90979
1.48188                 -2.97779                  1.29307
2.12560                 -2.83245                 -0.84292
3.41411                  0.86641                  5.23352
2.00395                 -0.51567                  2.32726
1.76230                  0.58917                  0.60269
3.45665                 -0.53871                  4.22498
2.42828                 -1.02537                  4.64869
1.79427                 -1.04779                  6.55836
2.38591                 -0.56728                  2.57770
3.28577                 -2.55547                  5.17488
1.47986                 -0.83946                  4.92762
2.03891                 -2.12182                  1.88003
2.40447                 -1.66329                  1.21066
0.70498                  0.45593                 -3.68144
1.09847                 -0.72979                 -0.00715
1.19195                 -1.70953                  5.93386
1.54658                 -2.19116                  3.72149
0.87766                 -0.54212                 -0.75931
2.71397                 -2.06021                  2.38208
2.05713                 -1.56059                 -0.79040
3.07966                 -1.17124                  0.68657
2.89269                 -1.07482                  8.43588
2.46105                 -1.20504                  0.46153
2.71794                 -1.76345                  2.90198
1.62535                 -1.19135                  4.74011
2.77420                 -1.38641                  1.52958
1.01992                  0.65313                  0.09787
2.08541                 -1.18517                  4.29948
3.17365                 -2.42305                 -2.07546
1.55453                 -1.79099                  1.87992
0.10369                  0.28602                  4.84733
2.68798                 -1.97716                  2.69290
2.05684                 -0.97025                 -3.50662
3.30109                 -2.25016                  2.01916
0.36313                 -1.27371                  0.50753
2.62689                 -2.22741                  6.95063
1.73872                 -1.56899                  3.52478
1.61061                 -0.67280                  3.77835
1.94200                 -0.82278                  1.23561
1.43683                 -1.05097                 -0.39558
2.24697                 -1.22027                  2.33683
2.35470                 -0.75521                  2.24041
0.38311                 -0.20405                  0.32246
0.81536                 -1.22670                  6.72496
1.73035                 -2.74399                  2.98531
2.41985                 -1.53603                  0.57628
-0.25856                 -0.06493                 -0.47841
-0.10763                 -0.50374                  2.62123
-0.19995                 -1.79134                 -0.25993
0.50867                  0.86061                  3.46289
-0.28808                  0.66548                 -0.19246
1.13573                 -0.93769                  1.23586
0.28387                  0.97179                  2.17918
2.46349                  0.49737                  4.01807
0.80473                 -1.37524                 -3.92235
2.71249                 -0.78311                 -2.01692
2.01808                 -1.29870                 -0.53818
0.82752                 -1.30264                  0.23852
3.45424                 -2.49339                 -0.88542
1.22184                 -1.02646                 -1.17508
1.80772                 -0.16642                  0.78912
1.82592                 -0.77346                  2.18544
2.02001                 -1.35621                  1.60477
-0.61946                 -0.47766                  1.12341
1.35478                 -0.86656                  3.99617
2.77525                 -0.48519                 -1.09209
2.99961                 -2.89604                 -1.96475
3.10453                 -1.60109                 -2.37603
1.71875                 -2.87474                  0.36206
2.19383                 -2.70238                  3.29702
1.09271                  0.11530                 -2.16902
1.55547                 -1.35528                 -2.31467
1.49889                 -0.87324                 -0.75860
2.32996                 -2.03799                 -0.12927
2.17503                 -1.74385                  4.30559
1.56120                 -0.73694                  6.49068
2.35831                 -0.99159                  1.41352
1.46445                 -0.98995                 -0.60069
3.67214                 -4.30455                 -6.00083
0.51183                  0.36378                  3.22165
0.15597                  0.16835                  2.89396
3.19856                 -0.94326                 -4.94345
-0.15085                  1.02274                  1.08873
2.85105                 -2.22751                  1.17254
2.26924                 -1.88850                 -2.78757
